,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
12,6.0,11.0,13.0,9.0,40.0,29.0,23.0,33.0,21.0,17.0,13.0,29.0,7.0,27.0,160.0,5.0,21.0,34.0,11.0,27.0,34.0,17.0,26.0,21.0,29.0,97.0,12.0,18.0,17.0,7.0,11.0,9.0,5.0,32.0,10.0,6.0,9.0,8.0,13.0,18.0,21.0,12.0,28.6,101.01,99.96,756.648,0.0,3.51776,6.63105,10.0023,3.73908,5.23257,2.30031,5.79595,9.99654,7.22271,2.83649,3.84483,4.29311,3.91208,4.12138,2.31542,2.77966,8.073,8.3766,1.34452,6.04664,1.53689,1.53897,5.50373,3.74229,0.0,1.69724,1.72106,2.23174,3.49357,4.63033,4.97945,4.96438,0.0
13,14.0,21.0,19.0,17.0,16.0,15.0,17.0,10.0,23.0,45.0,72.0,14.0,35.0,16.0,28.0,20.0,32.0,165.0,23.0,45.0,66.0,15.0,16.0,75.0,292.0,48.0,9.0,63.0,230.0,19.0,18.0,9.0,9.0,34.0,6.0,12.0,12.0,2.0,23.0,14.0,16.0,10.0,38.75,71.04,78.54,89.9,0.0,0.0,1.82414,3.05772,3.82617,6.08606,0.0,0.0,1.87819,1.84067,2.13803,1.83238,1.40243,1.33033,1.4706,0.0,0.0,1.44482,1.38891,1.23293,2.47168,1.33258,1.17086,1.46147,0.0,0.0,1.98162,2.35208,0.0,0.0,0.0,2.07977,2.2087,1.48746
14,12.0,13.0,21.0,11.0,9.0,9.0,19.0,8.0,19.0,12.0,24.0,22.0,32.0,20.0,44.0,59.0,29.0,16.0,22.0,8.0,20.0,20.0,18.0,34.0,24.0,44.0,16.0,15.0,24.0,13.0,11.0,5.0,5.0,37.0,7.0,8.0,13.0,4.0,20.0,23.0,17.0,10.0,32.0,24.642,103.02,41.106,0.0,0.0,1.9056,1.19426,1.46738,1.212,0.0,0.0,0.0,0.0,1.27417,0.0,0.0,0.0,0.0,0.0,0.0,1.41614,1.55333,0.0,1.23945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20786,0.0,1.7239,1.91301,0.0
15,22.0,17.0,17.0,16.0,10.0,23.0,22.0,12.0,13.0,13.0,18.0,26.0,29.0,20.0,31.0,37.0,17.0,25.0,13.0,10.0,24.0,11.0,61.0,34.0,50.0,20.0,18.0,16.0,26.0,9.0,18.0,7.0,6.0,38.0,7.0,10.0,15.0,3.0,22.0,18.0,17.0,11.0,20.7,71.04,54.06,82.46,0.0,0.0,1.731,1.26498,1.51214,1.32708,0.0,0.0,1.77678,1.48506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37098,2.2529,0.0,1.33673,1.23082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3069,0.0,2.51833,2.8031,0.0
16,7.0,10.0,8.0,11.0,73.0,57.0,45.0,76.0,41.0,76.0,36.0,73.0,7.0,23.0,23.0,17.0,30.0,10.0,30.0,83.0,82.0,10.0,28.0,28.0,20.0,44.0,11.0,29.0,48.0,11.0,26.0,16.0,12.0,44.0,14.0,15.0,17.0,13.0,19.0,21.0,17.0,9.0,18.75,120.213,194.208,987.66,0.0,2.584,10.6269,3.23237,4.45107,5.09556,2.08636,7.20477,1.45723,1.88738,1.85461,2.1903,2.04223,1.79016,0.0,0.0,1.82671,3.0719,3.13721,0.0,7.23265,1.24529,1.30134,2.06397,1.66604,0.0,0.0,1.91035,1.36039,1.81201,2.46992,6.56038,6.56173,0.0
17,13.0,13.0,18.0,14.0,41.0,50.0,54.0,20.0,21.0,85.0,91.0,22.0,23.0,25.0,45.0,5.0,9.0,34.0,31.0,175.0,376.0,17.0,59.0,179.0,413.0,60.0,18.0,75.0,146.0,15.0,20.0,10.0,13.0,54.0,16.0,17.0,20.0,8.0,22.0,19.0,21.0,9.0,51.05,147.63,279.48,549.878,0.0,0.0,4.57599,3.88301,6.06488,4.00758,2.17176,6.22256,1.57322,1.51891,1.8324,2.42828,2.12638,1.62244,1.83055,0.0,1.77492,2.34138,2.31098,0.0,3.94774,1.55465,1.42322,0.0,0.0,0.0,0.0,3.14122,1.341,1.67266,1.99474,8.27215,8.99235,1.27769
18,12.0,18.0,25.0,17.0,17.0,30.0,22.0,21.0,30.0,45.0,35.0,19.0,20.0,32.0,16.0,3.0,28.0,33.0,29.0,36.0,107.0,12.0,49.0,63.0,31.0,36.0,6.0,19.0,47.0,11.0,20.0,12.0,10.0,47.0,12.0,17.0,28.0,4.0,22.0,17.0,19.0,13.0,43.7,103.23,117.708,345.34,0.0,1.44444,2.08742,2.25813,1.96795,3.39961,0.0,2.71464,0.0,1.36114,1.43617,1.38051,1.68711,1.62842,1.65132,0.0,0.0,2.00814,1.78446,0.0,3.48801,1.24511,1.21095,0.0,0.0,1.95159,0.0,2.05561,1.33699,1.87298,0.0,1.6486,1.82316,1.25914
19,17.0,17.0,19.0,16.0,13.0,14.0,20.0,22.0,20.0,29.0,22.0,7.0,76.0,67.0,55.0,45.0,21.0,6.0,14.0,19.0,21.0,15.0,40.0,58.0,34.0,28.0,15.0,19.0,35.0,9.0,18.0,12.0,10.0,40.0,7.0,11.0,15.0,4.0,27.0,24.0,26.0,20.0,31.2,34.41,73.134,60.76,0.0,0.0,0.0,0.0,1.32836,1.06744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55522,0.0,1.2732,0.0,1.27987,1.21867,1.38079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13267,0.0,1.20298
20,17.0,23.0,20.0,17.0,24.0,26.0,17.0,5.0,12.0,18.0,23.0,14.0,36.0,33.0,103.0,33.0,7.0,35.0,26.0,7.0,22.0,2.0,9.0,24.0,62.0,52.0,9.0,21.0,30.0,17.0,21.0,10.0,9.0,51.0,6.0,7.0,15.0,3.0,20.0,20.0,28.0,7.0,30.15,75.48,49.98,110.174,1.26673,0.0,0.0,1.37584,2.03866,1.27688,0.0,1.8949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50126,1.57114,0.0,1.45617,1.35986,1.22202,1.51564,0.0,0.0,0.0,1.73402,0.0,0.0,0.0,2.29528,2.32595,0.0
21,18.0,24.0,24.0,21.0,15.0,21.0,22.0,10.0,17.0,20.0,18.0,29.0,23.0,70.0,265.0,35.0,11.0,36.0,15.0,90.0,117.0,8.0,42.0,61.0,42.0,44.0,15.0,30.0,63.0,7.0,23.0,9.0,9.0,45.0,15.0,16.0,22.0,5.0,20.0,22.0,23.0,15.0,35.3,48.84,89.25,610.266,1.31506,1.55991,2.53098,2.50925,1.8477,2.18699,0.0,2.2303,0.0,1.44975,0.0,0.0,1.63307,1.56055,0.0,0.0,1.56491,1.7965,1.66413,0.0,2.36601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57654,2.31388,1.74241,1.80312,0.0
22,9.0,17.0,16.0,14.0,34.0,19.0,22.0,12.0,25.0,12.0,15.0,14.0,32.0,34.0,157.0,4.0,5.0,14.0,16.0,22.0,29.0,11.0,23.0,32.0,61.0,125.0,7.0,19.0,36.0,4.0,23.0,7.0,8.0,37.0,11.0,11.0,13.0,9.0,23.0,23.0,34.0,8.0,28.35,69.486,94.86,128.34,2.94918,4.18573,2.0216,1.83615,3.88752,1.97278,1.84054,3.41541,1.78761,1.36619,1.36559,1.56226,2.22241,2.07047,1.98493,2.0357,2.03484,2.39156,2.28416,1.4353,2.92837,1.51882,1.61794,1.40593,1.28553,0.0,0.0,2.24416,0.0,1.36405,2.92868,2.22447,2.38403,1.34952
23,11.0,11.0,18.0,15.0,38.0,22.0,22.0,40.0,54.0,36.0,16.0,74.0,21.0,81.0,78.0,20.0,24.0,16.0,16.0,80.0,91.0,34.0,70.0,28.0,23.0,40.0,18.0,28.0,24.0,13.0,16.0,5.0,8.0,44.0,22.0,11.0,19.0,20.0,29.0,22.0,24.0,11.0,26.2,68.598,95.88,2827.51,1.31274,1.75041,5.03785,4.66459,4.85458,4.2402,2.02119,3.29986,1.85348,2.86125,2.2862,3.3854,3.05558,2.90793,2.20454,2.64438,3.37127,4.9859,5.70534,1.56617,7.31706,2.59628,2.98981,4.49307,3.06903,2.86715,0.0,7.53884,2.95275,5.08545,13.7397,4.13778,4.2772,0.0
24,13.0,17.0,19.0,13.0,41.0,18.0,27.0,91.0,24.0,30.0,27.0,61.0,31.0,37.0,76.0,7.0,0.0,27.0,29.0,59.0,94.0,8.0,30.0,91.0,45.0,4.0,15.0,31.0,26.0,17.0,12.0,14.0,9.0,60.0,16.0,16.0,19.0,25.0,23.0,20.0,18.0,10.0,27.35,85.914,151.062,1115.69,2.19559,3.02353,6.31039,3.73227,4.68507,3.85666,0.0,5.71841,0.0,1.5974,1.66628,2.83911,3.57261,3.36353,3.31901,0.0,2.40822,3.40123,3.87395,1.43257,5.22414,2.63635,3.25925,1.61104,0.0,4.90252,2.29099,0.0,3.29272,6.19437,2.79196,2.7925,3.11471,1.23056
25,8.0,8.0,4.0,14.0,18.0,28.0,22.0,22.0,19.0,35.0,41.0,29.0,36.0,6.0,2.0,6.0,22.0,1.0,10.0,46.0,34.0,7.0,68.0,60.0,249.0,24.0,6.0,54.0,186.0,13.0,10.0,8.0,10.0,31.0,10.0,10.0,13.0,4.0,15.0,17.0,17.0,12.0,9.85,46.842,60.18,72.54,0.0,1.27478,3.09077,3.27656,2.6279,8.28488,1.61876,2.20854,1.81206,1.9451,2.46142,2.92193,1.46998,1.62243,1.5229,0.0,1.5223,2.12737,2.23205,1.39119,3.82005,1.56271,1.278,1.99582,1.57293,0.0,0.0,1.5907,0.0,1.19217,1.93487,2.57269,2.78673,2.63624
26,8.0,13.0,9.0,15.0,22.0,27.0,16.0,6.0,31.0,37.0,26.0,14.0,25.0,21.0,18.0,26.0,9.0,25.0,20.0,35.0,81.0,12.0,14.0,17.0,24.0,0.0,13.0,25.0,57.0,13.0,18.0,10.0,7.0,41.0,12.0,15.0,19.0,4.0,14.0,14.0,19.0,15.0,21.65,92.796,171.36,88.04,0.0,0.0,3.48328,4.22206,2.09999,6.50148,0.0,2.55367,0.0,1.38339,1.47304,1.79029,1.54885,1.54983,0.0,0.0,1.63198,1.83261,2.04658,0.0,3.64103,1.26437,1.35864,0.0,0.0,0.0,0.0,9.34403,0.0,1.22198,2.04607,3.35851,3.89088,1.56727
27,16.0,14.0,23.0,15.0,15.0,6.0,17.0,12.0,21.0,18.0,26.0,14.0,39.0,26.0,36.0,21.0,18.0,30.0,13.0,10.0,15.0,18.0,26.0,26.0,70.0,149.0,15.0,13.0,29.0,17.0,16.0,6.0,8.0,57.0,7.0,5.0,12.0,4.0,17.0,17.0,25.0,12.0,30.65,101.454,35.7,45.508,0.0,0.0,0.0,1.0138,0.0,1.01115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35188,0.0,0.0,1.18708,1.11741,0.0
28,14.0,14.0,15.0,17.0,26.0,13.0,21.0,8.0,20.0,7.0,30.0,14.0,21.0,14.0,43.0,24.0,42.0,28.0,10.0,11.0,23.0,7.0,9.0,80.0,46.0,36.0,18.0,25.0,30.0,25.0,15.0,10.0,9.0,46.0,7.0,10.0,12.0,2.0,24.0,18.0,25.0,11.0,31.6,79.92,48.96,44.578,0.0,0.0,0.0,0.0,1.29738,1.22803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21195,1.14888,0.0
29,15.0,23.0,23.0,22.0,21.0,29.0,24.0,20.0,46.0,21.0,15.0,7.0,15.0,38.0,197.0,8.0,14.0,40.0,19.0,19.0,25.0,14.0,37.0,76.0,69.0,32.0,17.0,37.0,43.0,3.0,16.0,13.0,8.0,51.0,7.0,12.0,16.0,1.0,17.0,24.0,24.0,10.0,43.5,59.94,36.516,29.14,0.0,0.0,0.0,1.3117,1.38768,1.15224,1.32602,0.0,1.42074,1.29907,0.0,0.0,0.0,0.0,0.0,0.0,1.42655,1.29995,0.0,0.0,1.17638,0.0,1.1646,1.38593,0.0,0.0,0.0,1.63359,0.0,1.38332,0.0,1.63165,1.6519,0.0
30,12.0,13.0,15.0,13.0,12.0,16.0,13.0,0.0,8.0,11.0,6.0,29.0,16.0,29.0,20.0,33.0,10.0,16.0,12.0,5.0,18.0,10.0,28.0,26.0,23.0,28.0,8.0,11.0,22.0,11.0,11.0,9.0,8.0,34.0,4.0,7.0,7.0,3.0,15.0,17.0,18.0,9.0,25.45,69.93,26.52,79.98,0.0,0.0,0.0,0.0,1.29233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,19.0,21.0,25.0,19.0,34.0,24.0,34.0,15.0,26.0,26.0,30.0,29.0,25.0,87.0,282.0,37.0,4.0,15.0,22.0,59.0,58.0,11.0,70.0,52.0,29.0,32.0,14.0,35.0,45.0,13.0,13.0,7.0,11.0,42.0,11.0,11.0,22.0,12.0,30.0,28.0,24.0,13.0,34.9,59.94,81.294,379.316,0.0,0.0,9.03252,5.62964,3.68654,2.44535,3.01165,6.24473,2.10955,1.69042,3.1934,4.42104,1.55218,0.0,0.0,0.0,1.8585,4.51471,4.56548,0.0,3.01296,2.08927,2.41553,1.85609,0.0,2.34462,0.0,1.92488,0.0,1.28492,4.22979,4.79441,4.56725,1.23555
32,15.0,23.0,24.0,22.0,20.0,18.0,20.0,7.0,27.0,22.0,21.0,58.0,22.0,45.0,35.0,32.0,45.0,24.0,23.0,26.0,28.0,12.0,96.0,45.0,33.0,60.0,12.0,23.0,47.0,7.0,12.0,9.0,9.0,37.0,9.0,9.0,20.0,5.0,20.0,27.0,26.0,11.0,33.8,32.412,35.7,53.94,0.0,0.0,0.0,0.0,0.0,1.0922,0.0,0.0,0.0,0.0,0.0,0.0,1.48582,0.0,0.0,0.0,0.0,1.28223,1.19368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0935,0.0
33,12.0,15.0,10.0,13.0,27.0,48.0,45.0,16.0,32.0,67.0,59.0,7.0,35.0,19.0,28.0,37.0,6.0,49.0,26.0,138.0,169.0,10.0,52.0,107.0,304.0,52.0,17.0,89.0,196.0,25.0,15.0,11.0,11.0,42.0,15.0,16.0,15.0,3.0,19.0,24.0,23.0,12.0,20.45,54.39,107.1,88.04,2.22383,1.37745,1.87057,2.56968,2.1719,4.3677,0.0,2.29495,0.0,1.48206,1.79893,3.41659,0.0,0.0,0.0,0.0,0.0,1.43225,1.65088,0.0,2.07329,0.0,0.0,0.0,0.0,1.98583,0.0,1.62705,0.0,0.0,0.0,1.86576,1.84848,1.5073
34,17.0,12.0,16.0,21.0,8.0,53.0,22.0,2.0,43.0,75.0,101.0,29.0,9.0,33.0,20.0,41.0,33.0,68.0,16.0,138.0,44.0,5.0,33.0,126.0,233.0,16.0,15.0,242.0,473.0,7.0,14.0,11.0,9.0,31.0,13.0,18.0,19.0,3.0,23.0,23.0,18.0,7.0,8.3,68.82,51.0,145.7,0.0,0.0,2.717,2.39825,2.0756,5.90448,0.0,1.86194,2.90861,2.38436,1.47761,1.80869,1.80205,1.77171,1.69596,0.0,1.75132,1.46104,1.50709,1.67653,3.17454,1.48503,1.41937,0.0,0.0,1.89612,0.0,1.96614,0.0,1.22517,2.09666,1.95661,2.24734,1.14781
35,16.0,23.0,24.0,17.0,26.0,17.0,13.0,5.0,41.0,8.0,17.0,36.0,36.0,28.0,33.0,10.0,39.0,42.0,18.0,17.0,22.0,2.0,30.0,51.0,75.0,44.0,12.0,27.0,24.0,11.0,21.0,8.0,6.0,37.0,6.0,6.0,9.0,5.0,30.0,26.0,25.0,17.0,33.65,28.86,25.296,71.92,0.0,0.0,0.0,1.25919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,16.0,13.0,21.0,15.0,21.0,29.0,24.0,17.0,17.0,18.0,30.0,29.0,17.0,35.0,243.0,11.0,25.0,29.0,7.0,30.0,57.0,15.0,40.0,44.0,39.0,76.0,13.0,19.0,36.0,9.0,17.0,7.0,9.0,37.0,12.0,14.0,15.0,4.0,24.0,19.0,20.0,10.0,24.7,54.39,72.42,611.01,1.39286,1.55244,6.43416,3.59642,2.56089,3.57063,5.7563,3.95101,12.8035,8.04152,1.44776,1.56201,2.23396,2.28826,1.96958,2.03383,2.19731,4.1803,3.45872,0.0,3.42753,5.81981,7.12545,1.5969,0.0,2.72345,0.0,5.18853,0.0,1.25034,3.91794,3.37089,3.60683,0.0
37,16.0,22.0,22.0,18.0,26.0,26.0,29.0,25.0,15.0,34.0,13.0,14.0,36.0,46.0,41.0,17.0,34.0,10.0,26.0,28.0,26.0,12.0,44.0,54.0,43.0,32.0,19.0,21.0,21.0,13.0,23.0,12.0,8.0,45.0,8.0,13.0,17.0,4.0,22.0,22.0,28.0,12.0,36.45,89.91,102.0,80.6,0.0,0.0,0.0,1.68276,1.6799,1.63938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52283,1.44965,0.0,1.2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48779,0.0,2.54329,2.40142,1.29387
38,14.0,17.0,26.0,14.0,37.0,26.0,11.0,25.0,26.0,25.0,26.0,14.0,35.0,54.0,52.0,12.0,17.0,42.0,12.0,16.0,22.0,8.0,4.0,82.0,88.0,48.0,13.0,14.0,27.0,29.0,18.0,10.0,10.0,61.0,10.0,7.0,12.0,4.0,21.0,22.0,27.0,13.0,40.05,71.04,30.6,44.516,0.0,0.0,0.0,0.0,0.0,1.10137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21315,0.0,1.78663,1.71883,0.0
39,13.0,18.0,21.0,15.0,18.0,27.0,21.0,10.0,24.0,29.0,34.0,22.0,18.0,55.0,43.0,44.0,4.0,37.0,13.0,32.0,41.0,12.0,85.0,30.0,39.0,52.0,12.0,18.0,34.0,13.0,20.0,9.0,7.0,37.0,10.0,10.0,11.0,4.0,19.0,18.0,23.0,10.0,38.5,46.842,64.26,106.268,0.0,0.0,1.77119,1.4779,1.25552,1.71832,0.0,0.0,0.0,0.0,1.23144,1.45255,0.0,0.0,0.0,0.0,1.46564,1.3042,1.38075,0.0,0.0,0.0,0.0,1.40158,0.0,0.0,0.0,0.0,0.0,1.17886,0.0,1.48229,1.40994,0.0
